symbol,timestamp,sentiment_score,sentiment_confidence,sentiment_source_count,sentiment_freshness,sentiment_stale_flag,sentiment_missing,sentiment_dispersion,sentiment_novelty
USDINR=X,2026-02-03 10:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-02-04 04:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-02-04 05:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-02-04 06:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-02-04 07:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-02-04 08:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-02-04 09:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-02-04 10:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-02-05 04:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-02-05 05:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-02-05 06:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-02-05 07:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-02-05 08:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-02-05 09:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-02-05 10:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-02-06 04:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-02-06 05:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-02-06 06:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-02-06 07:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-02-06 08:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-02-06 09:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-02-06 10:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-02-09 04:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-02-09 05:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-02-09 06:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-02-09 07:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-02-09 08:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
